175	539	324	427	-0.751677852349	670.543624161
264	484	424	359	-0.78125	690.25
204	518	376	389	-0.75	671.0
195	539	289	465	-0.787234042553	692.510638298
366	397	420	357	-0.740740740741	668.111111111
423	361	469	324	-0.804347826087	701.239130435
419	359	457	330	-0.763157894737	678.763157895
-0.768344050924	681.7739517


743	466	863	538	0.6	20.2
784	492	794	498	0.6	21.6
814	498	873	532	0.576271186441	28.9152542373
744	468	781	490	0.594594594595	25.6216216216
769	474	806	495	0.567567567568	37.5405405405
757	466	771	474	0.571428571429	33.4285714286
581	371	600	382	0.578947368421	34.6315789474
875	532	881	535	0.5	94.5
816	500	868	530	0.576923076923	29.2307692308
768	473	808	495	0.55	50.6
583	371	601	382	0.611111111111	14.7222222222
0.575167588772	35.5445962026


