309	438	457	330	-0.72972972973	663.486486486
244	500	362	407	-0.78813559322	692.305084746
465	326	473	320	-0.75	674.75
443	345	459	332	-0.8125	704.9375
366	397	446	339	-0.725	662.35
290	463	304	452	-0.785714285714	690.857142857
175	538	279	462	-0.730769230769	665.884615385
439	349	449	341	-0.8	700.2
313	445	421	361	-0.777777777778	688.444444444
423	361	446	343	-0.782608695652	692.043478261
216	522	264	485	-0.770833333333	688.5
264	472	343	414	-0.73417721519	665.82278481
175	539	246	487	-0.732394366197	667.169014085
203	533	239	505	-0.777777777778	690.888888889
-0.764101286097	681.974245712


743	466	863	538	0.6	20.2
744	468	836	523	0.597826086957	23.2173913043
817	501	873	532	0.553571428571	48.7321428571
767	472	808	495	0.560975609756	41.7317073171
584	368	607	380	0.521739130435	63.3043478261
582	371	604	383	0.545454545455	53.5454545455
504	325	520	334	0.5625	41.5
810	495	815	498	0.6	9.0
0.567758350147	37.6538804813


